CVE,Code,Package,Version
CVE-2003-0188,2,lv,4.49.4-7woody2
CVE-2003-0188,1,lv (PTS),4.51-8
CVE-2003-0189,2,apache2,2.0.46
CVE-2003-0189,1,apache2 (PTS),2.4.62-1~deb11u1
CVE-2003-0190,2,openssh,1:3.8.1p1-8.sarge.4
CVE-2003-0190,1,openssh (PTS),1:8.4p1-5+deb11u3
CVE-2003-0192,2,apache2,2.0.47
CVE-2003-0192,1,apache2 (PTS),2.4.62-1~deb11u1
CVE-2003-0193,2,catdoc,0.91.5-1.woody3
CVE-2003-0193,1,catdoc (PTS),1:0.95-4.1
CVE-2003-0195,2,cups,1.1.19final-1
CVE-2003-0195,2,cupsys,1.1.14-5
CVE-2003-0195,1,cups (PTS),2.3.3op2-3+deb11u8
CVE-2003-0196,2,samba,2.2.3a-12.3
CVE-2003-0196,1,samba (PTS),2:4.13.13+dfsg-1~deb11u6
CVE-2003-0201,2,samba,2.2.3a-12.3
CVE-2003-0201,1,samba (PTS),2:4.13.13+dfsg-1~deb11u6
CVE-2003-0209,0,,
CVE-2003-0211,2,xinetd,1:2.3.11
CVE-2003-0211,1,xinetd (PTS),1:2.3.15.3-1
CVE-2003-0212,2,rinetd,0.61-1.1
CVE-2003-0212,1,rinetd (PTS),0.62.1sam-1.1
CVE-2003-0213,2,pptpd,1.1.2-1.4
CVE-2003-0213,1,pptpd (PTS),1.4.0-12
CVE-2003-0214,2,mime-support,3.18-1.3
CVE-2003-0214,1,mime-support (PTS),3.66
CVE-2003-0245,2,apache2,2.0.46
CVE-2003-0245,1,apache2 (PTS),2.4.62-1~deb11u1
CVE-2003-0251,2,nis,3.11
CVE-2003-0251,1,nis (PTS),4.4
CVE-2003-0252,2,nfs-utils,1:1.0-2woody1
CVE-2003-0252,1,nfs-utils (PTS),1:1.3.4-6+deb11u1
CVE-2003-0253,2,apache2,2.0.47
CVE-2003-0253,1,apache2 (PTS),2.4.62-1~deb11u1
CVE-2003-0254,2,apache2,2.0.47
CVE-2003-0254,1,apache2 (PTS),2.4.62-1~deb11u1
CVE-2003-0261,2,fuzz,0.6-6woody1
CVE-2003-0261,1,fuzz (PTS),0.6-19
CVE-2003-0282,2,unzip,5.50-1woody2
CVE-2003-0282,1,unzip (PTS),6.0-26+deb11u1
CVE-2003-0296,2,evolution,1.3.2
CVE-2003-0296,1,evolution (PTS),3.38.3-1+deb11u2
CVE-2003-0297,2,alpine,(not affected)
CVE-2003-0297,2,pine,4.62-1
CVE-2003-0297,2,uw-imap,7:2002c
CVE-2003-0297,1,alpine (PTS),2.24+dfsg1-1
CVE-2003-0297,1,uw-imap (PTS),8:2007f~dfsg-7
CVE-2003-0308,2,sendmail,8.12.3-6.4
CVE-2003-0308,1,sendmail (PTS),8.15.2-22+deb11u3
CVE-2003-0323,2,epic4,1.1.2.20020219-2.1
CVE-2003-0323,2,ircii,20020322-1.1
CVE-2003-0323,1,epic4 (PTS),1:2.10.6-1.1
CVE-2003-0323,1,ircii (PTS),20210314+really20190117-1
CVE-2003-0324,2,epic,3.004-17.1
CVE-2003-0324,2,epic4,1:1.1.11.20030409-1
CVE-2003-0324,1,epic4 (PTS),1:2.10.6-1.1
CVE-2003-0328,2,epic4,1.1.2.20020219-2.2
CVE-2003-0328,2,ircii-pana,1.0-0c19-1.1
CVE-2003-0328,1,epic4 (PTS),1:2.10.6-1.1
CVE-2003-0358,2,falconseye,1.9.3-7woody3
CVE-2003-0358,2,jnethack,1.1.5-15
CVE-2003-0358,2,nethack,3.4.0-3.0woody3
CVE-2003-0358,2,slashem,0.0.6E4F8-4.0woody3
CVE-2003-0358,1,nethack (PTS),3.6.6-2
CVE-2003-0358,1,slashem (PTS),0.0.7E7F3-10
CVE-2003-0359,2,jnethack,1.1.5-15
CVE-2003-0359,2,nethack,3.4.0-3.0woody3
CVE-2003-0359,2,slashem,0.0.6E4F8-4.0woody3
CVE-2003-0359,1,nethack (PTS),3.6.6-2
CVE-2003-0359,1,slashem (PTS),0.0.7E7F3-10
CVE-2003-0366,2,lyskom-server,2.0.6-1woody1
CVE-2003-0366,1,lyskom-server (PTS),2.1.2-16
CVE-2003-0367,2,gzip,1.3.2-3woody1
CVE-2003-0367,1,gzip (PTS),1.10-4+deb11u1
CVE-2003-0380,2,atftp,0.6.1.1.0woody1
CVE-2003-0380,1,atftp (PTS),0.7.git20120829-3.3+deb11u2
CVE-2003-0381,2,noweb,2.9a-7.3
CVE-2003-0381,1,noweb (PTS),2.12-1
CVE-2003-0382,2,eterm,0.9.2-0pre2002042903.1
CVE-2003-0382,1,eterm (PTS),0.9.6-6.1
CVE-2003-0385,2,xaos,3.0-23woody1
CVE-2003-0385,1,xaos (PTS),4.2.1-2
CVE-2003-0386,2,openssh,1:3.8p1-1
CVE-2003-0386,1,openssh (PTS),1:8.4p1-5+deb11u3
CVE-2003-0390,2,opt,3.19
CVE-2003-0390,1,opt (PTS),3.19-1.3
CVE-2003-0396,2,linux-atm,2.4.1
CVE-2003-0396,1,linux-atm (PTS),1:2.5.1-4
CVE-2003-0407,2,gbatnav,1.0.4-4
CVE-2003-0407,1,gbatnav (PTS),1.0.4cvs20051004-6
CVE-2003-0427,2,mikmod,3.1.6-4woody3
CVE-2003-0427,1,mikmod (PTS),3.2.8-3
CVE-2003-0434,2,gpdf,(not affected)
CVE-2003-0434,2,kdegraphics,(not affected)
CVE-2003-0434,2,xpdf,2.02pl1-1
CVE-2003-0434,1,xpdf (PTS),3.04+git20210103-3
CVE-2003-0435,2,typespeed,0.4.1-2.2
CVE-2003-0435,1,typespeed (PTS),0.6.5-3
CVE-2003-0438,2,eldav,0.0.20020411-1woody1
CVE-2003-0438,1,eldav (PTS),0.8.1-10.1
CVE-2003-0440,2,semi,1.14.3.cvs.2001.08.10-1woody2
CVE-2003-0440,2,wemi,1.14.0.20010802wemiko-1.3
CVE-2003-0440,1,semi (PTS),1.14.7~0.20201115-2
CVE-2003-0441,0,,
CVE-2003-0445,2,webfs,1.17.1
CVE-2003-0445,1,webfs (PTS),1.21+ds1-12
CVE-2003-0454,2,xgalaga,2.0.34-19woody1
CVE-2003-0454,1,xgalaga (PTS),2.1.1.0-6
CVE-2003-0455,2,imagemagick,4:5.4.4.5-1woody1
CVE-2003-0455,1,imagemagick (PTS),8:6.9.11.60+dfsg-1.3+deb11u4
CVE-2003-0468,2,postfix,1.1.11-0.woody3
CVE-2003-0468,1,postfix (PTS),3.5.25-0+deb11u1
CVE-2003-0489,2,tcptraceroute,1.2-2
CVE-2003-0489,1,tcptraceroute (PTS),1.5beta7+debian-4.1
CVE-2003-0516,2,mgetty,1.1.29
CVE-2003-0516,1,mgetty (PTS),1.2.1-1.1
CVE-2003-0517,2,mgetty,1.1.29
CVE-2003-0517,1,mgetty (PTS),1.2.1-1.1
CVE-2003-0536,2,phpsysinfo,2.0-3woody1
CVE-2003-0536,1,phpsysinfo (PTS),3.2.5-3
CVE-2003-0537,2,liece,2.0+0.20020217cvs-2.1
CVE-2003-0537,1,liece (PTS),2.0+0.20030527cvs-12
CVE-2003-0539,2,ddskk,11.6.rel.0-2woody1
CVE-2003-0539,2,skk,10.62a-4woody1
CVE-2003-0539,1,ddskk (PTS),17.1-4+deb11u1
CVE-2003-0540,2,postfix,1.1.11-0.woody3
CVE-2003-0540,1,postfix (PTS),3.5.25-0+deb11u1
CVE-2003-0542,2,apache,1.3.29
CVE-2003-0542,2,apache2,2.0.48
CVE-2003-0542,1,apache2 (PTS),2.4.62-1~deb11u1
CVE-2003-0543,2,openssl,0.9.6c-2.woody.4
CVE-2003-0543,2,openssl095,0.9.5a-6.woody.3
CVE-2003-0543,2,openssl096,0.9.6k
CVE-2003-0543,1,openssl (PTS),1.1.1w-0+deb11u1
CVE-2003-0544,2,openssl,0.9.6c-2.woody.4
CVE-2003-0544,2,openssl095,0.9.5a-6.woody.3
CVE-2003-0544,2,openssl096,0.9.6k
CVE-2003-0544,1,openssl (PTS),1.1.1w-0+deb11u1
CVE-2003-0545,2,openssl,0.9.6c-2.woody.4
CVE-2003-0545,2,openssl095,0.9.5a-6.woody.3
CVE-2003-0545,2,openssl096,0.9.6k
CVE-2003-0545,1,openssl (PTS),1.1.1w-0+deb11u1
CVE-2003-0577,2,mp3gain,1.5.2-r2-2+deb7u1
CVE-2003-0577,2,mpg123,0.59r-1
CVE-2003-0577,1,mp3gain (PTS),1.6.2-2
CVE-2003-0577,1,mpg123 (PTS),1.26.4-1
CVE-2003-0581,2,xfstt,1.2.1-3
CVE-2003-0581,1,xfstt (PTS),1.11-2
CVE-2003-0596,2,fdclone,2.00a-1woody3
CVE-2003-0596,1,fdclone (PTS),3.01j-1
CVE-2003-0606,2,sup,1.8-8woody1
CVE-2003-0606,1,sup (PTS),20100519-3
CVE-2003-0612,2,crafty,19.3-1
CVE-2003-0612,1,crafty (PTS),23.4-7
CVE-2003-0615,2,perl,5.6.1-8.3
CVE-2003-0615,1,perl (PTS),5.32.1-4+deb11u3
CVE-2003-0618,2,perl,5.6.1-8.6
CVE-2003-0618,1,perl (PTS),5.32.1-4+deb11u3
CVE-2003-0620,2,man-db,2.3.20-18.woody.4
CVE-2003-0620,1,man-db (PTS),2.9.4-2
CVE-2003-0625,2,xfstt,1.2.1-3
CVE-2003-0625,1,xfstt (PTS),1.11-2
CVE-2003-0630,2,atari800,1.2.2-1woody2
CVE-2003-0630,1,atari800 (PTS),4.1.0-3
CVE-2003-0644,0,,
CVE-2003-0645,2,man-db,2.3.20-18.woody.4
CVE-2003-0645,1,man-db (PTS),2.9.4-2
CVE-2003-0648,2,fte,0.49.13-15woody1
CVE-2003-0648,1,fte (PTS),0.50.2b6-20110708-4
CVE-2003-0681,2,sendmail,8.12.3-6.6
CVE-2003-0681,2,sendmail-wide,8.12.3+3.5Wbeta-5.5
CVE-2003-0681,1,sendmail (PTS),8.15.2-22+deb11u3
CVE-2003-0682,2,openssh,1:3.4p1-1.woody.3
CVE-2003-0682,2,openssh-krb5,3.4p1-0woody4
CVE-2003-0682,1,openssh (PTS),1:8.4p1-5+deb11u3
CVE-2003-0685,2,netris,0.5-4woody1
CVE-2003-0685,1,netris (PTS),0.52-10
CVE-2003-0688,2,sendmail,8.12.9
CVE-2003-0688,1,sendmail (PTS),8.15.2-22+deb11u3
CVE-2003-0689,2,glibc,2.2.5
CVE-2003-0689,1,glibc (PTS),2.31-13+deb11u11
CVE-2003-0693,2,openssh,1:3.4p1-1.woody.3
CVE-2003-0693,2,openssh-krb5,3.4p1-0woody4
CVE-2003-0693,1,openssh (PTS),1:8.4p1-5+deb11u3
CVE-2003-0694,2,sendmail,8.12.3-6.6
CVE-2003-0694,2,sendmail-wide,8.12.3+3.5Wbeta-5.5
CVE-2003-0694,1,sendmail (PTS),8.15.2-22+deb11u3
CVE-2003-0695,2,openssh,1:3.4p1-1.woody.3
CVE-2003-0695,2,openssh-krb5,3.4p1-0woody4
CVE-2003-0695,1,openssh (PTS),1:8.4p1-5+deb11u3
CVE-2003-0705,2,mah-jong,1.4-2
CVE-2003-0705,1,mah-jong (PTS),1.11-2
CVE-2003-0706,2,mah-jong,1.4-2
CVE-2003-0706,1,mah-jong (PTS),1.11-2
CVE-2003-0709,2,whois,4.6.7
CVE-2003-0709,1,whois (PTS),5.5.10
CVE-2003-0723,2,gkrellm,2.1.14
CVE-2003-0723,1,gkrellm (PTS),2.3.11-2
CVE-2003-0734,2,libnss-ldap,207-1
CVE-2003-0734,2,libpam-ldap,164-1
CVE-2003-0734,1,libnss-ldap (PTS),265-6
CVE-2003-0734,1,libpam-ldap (PTS),186-4
CVE-2003-0740,2,stunnel,2:3.26
CVE-2003-0740,2,stunnel4,2:4.04
CVE-2003-0740,1,stunnel4 (PTS),3:5.56+dfsg-10
CVE-2003-0744,2,leafnode,1.9.42
CVE-2003-0744,1,leafnode (PTS),1.11.11-3
CVE-2003-0761,2,asterisk,0.5.0
CVE-2003-0761,1,asterisk (PTS),1:16.28.0~dfsg-0+deb11u4
CVE-2003-0771,2,libapache-gallery-perl,0.7
CVE-2003-0771,1,libapache-gallery-perl (PTS),1.0.2-5
CVE-2003-0773,2,sane-backends,1.0.7-4
CVE-2003-0773,1,sane-backends (PTS),1.0.31-4.1
CVE-2003-0774,2,sane-backends,1.0.7-4
CVE-2003-0774,1,sane-backends (PTS),1.0.31-4.1
CVE-2003-0775,2,sane-backends,1.0.7-4
CVE-2003-0775,1,sane-backends (PTS),1.0.31-4.1
CVE-2003-0776,2,sane-backends,1.0.7-4
CVE-2003-0776,1,sane-backends (PTS),1.0.31-4.1
CVE-2003-0777,2,sane-backends,1.0.7-4
CVE-2003-0777,1,sane-backends (PTS),1.0.31-4.1
CVE-2003-0778,2,sane-backends,1.0.7-4
CVE-2003-0778,1,sane-backends (PTS),1.0.31-4.1
CVE-2003-0779,2,asterisk,0.7.0
CVE-2003-0779,1,asterisk (PTS),1:16.28.0~dfsg-0+deb11u4
CVE-2003-0786,2,openssh,1:3.7.1p2
CVE-2003-0786,1,openssh (PTS),1:8.4p1-5+deb11u3
CVE-2003-0787,2,openssh,1:3.7.1p2
CVE-2003-0787,1,openssh (PTS),1:8.4p1-5+deb11u3
CVE-2003-0788,2,cups,1.1.19
CVE-2003-0788,2,cupsys,1.1.19
CVE-2003-0788,1,cups (PTS),2.3.3op2-3+deb11u8
CVE-2003-0789,2,apache2,2.0.48
CVE-2003-0789,1,apache2 (PTS),2.4.62-1~deb11u1
CVE-2003-0792,2,fetchmail,6.2.5
CVE-2003-0792,1,fetchmail (PTS),6.4.16-4+deb11u1
CVE-2003-0795,0,,
CVE-2003-0805,2,gopher,3.0.3woody1
CVE-2003-0805,1,gopher (PTS),3.0.17.3
CVE-2003-0826,2,lsh-utils,1.2.5-2woody3
CVE-2003-0826,1,lsh-utils (PTS),2.1-13
CVE-2003-0828,2,freesweep,0.88-4woody1
CVE-2003-0828,1,freesweep (PTS),1.0.1-2
CVE-2003-0832,2,webfs,1.17.2
CVE-2003-0832,1,webfs (PTS),1.21+ds1-12
CVE-2003-0833,2,webfs,1.17.2
CVE-2003-0833,1,webfs (PTS),1.21+ds1-12
CVE-2003-0850,2,libnids,1.16-3woody1
CVE-2003-0850,1,libnids (PTS),1.25-1
CVE-2003-0853,2,coreutils,5.2.1-1
CVE-2003-0853,1,coreutils (PTS),8.32-4
CVE-2003-0854,2,coreutils,5.2.1-1
CVE-2003-0854,1,coreutils (PTS),8.32-4
CVE-2003-0855,2,pan,0.13.4-1
CVE-2003-0855,1,pan (PTS),0.146-2
CVE-2003-0858,0,,
CVE-2003-0864,2,ircd-irc2,2.10.3p5-1
CVE-2003-0864,1,ircd-irc2 (PTS),2.11.2p3~dfsg-5.1
CVE-2003-0865,2,mpg123,0.59r-13woody2
CVE-2003-0865,1,mpg123 (PTS),1.26.4-1
CVE-2003-0866,0,,
CVE-2003-0885,2,xscreensaver,4.15
CVE-2003-0885,1,xscreensaver (PTS),5.45+dfsg1-2
CVE-2003-0886,2,hylafax,4.1.1-1.3
CVE-2003-0886,1,hylafax (PTS),3:6.0.7-3.1
CVE-2003-0900,2,perl,5.8.2
CVE-2003-0900,1,perl (PTS),5.32.1-4+deb11u3
CVE-2003-0924,2,netpbm-free,2:9.20-8.4
CVE-2003-0924,1,netpbm-free (PTS),2:10.0-15.4
CVE-2003-0932,2,omega-rpg,0.90-pa9-7woody1
CVE-2003-0932,1,omega-rpg (PTS),1:0.90-pa9-16
CVE-2003-0935,2,net-snmp,5.0.9
CVE-2003-0935,1,net-snmp (PTS),5.9+dfsg-4+deb11u1
CVE-2003-0946,2,clamav,0.65
CVE-2003-0946,1,clamav (PTS),0.103.10+dfsg-0+deb11u1
CVE-2003-0949,2,xsok,1.02-9woody2
CVE-2003-0949,1,xsok (PTS),1.02-19
CVE-2003-0962,2,rsync,2.5.5-0.2
CVE-2003-0962,1,rsync (PTS),3.2.3-4+deb11u1
CVE-2003-0963,2,lftp,2.4.9-1woody2
CVE-2003-0963,1,lftp (PTS),4.8.4-2
CVE-2003-0965,0,,
CVE-2003-0967,2,freeradius,0.9.2-4
CVE-2003-0967,1,freeradius (PTS),3.0.21+dfsg-2.2+deb11u1
CVE-2003-0968,2,freeradius,1.0.1
CVE-2003-0968,1,freeradius (PTS),3.0.21+dfsg-2.2+deb11u1
CVE-2003-0969,2,mpg321,0.2.10.2
CVE-2003-0969,1,mpg321 (PTS),0.3.2-3.1
CVE-2003-0972,2,screen,3.9.11-5woody1
CVE-2003-0972,1,screen (PTS),4.8.0-6
CVE-2003-0977,2,cvs,1:1.11.10
CVE-2003-0977,1,cvs (PTS),2:1.12.13+real-28
CVE-2003-0989,2,tcpdump,3.6.2-2.7
CVE-2003-0989,1,tcpdump (PTS),4.99.0-2+deb11u1
CVE-2003-0991,0,,
CVE-2003-0992,0,,
CVE-2003-1000,0,,
CVE-2003-1023,2,mc,4.5.55-1.2woody2
CVE-2003-1023,1,mc (PTS),3:4.8.26-1.1
CVE-2003-1029,2,tcpdump,3.6.2-2.7
CVE-2003-1029,1,tcpdump (PTS),4.99.0-2+deb11u1
CVE-2003-1053,2,xshisen,1.51-1-1
CVE-2003-1053,1,xshisen (PTS),1:1.51-6
CVE-2003-1083,2,monit,1:4.2.1-1
CVE-2003-1083,1,monit (PTS),1:5.27.2-1
CVE-2003-1084,2,monit,1:4.2.1-1
CVE-2003-1084,1,monit (PTS),1:5.27.2-1
CVE-2003-1092,2,file,3.4.1
CVE-2003-1092,1,file (PTS),1:5.39-3+deb11u1
CVE-2003-1164,0,,
CVE-2003-1294,2,xscreensaver,4.15-1
CVE-2003-1294,1,xscreensaver (PTS),5.45+dfsg1-2
CVE-2003-1295,2,xscreensaver,4.21-1
CVE-2003-1295,1,xscreensaver (PTS),5.45+dfsg1-2
CVE-2003-1307,2,apache,(unfixed)
CVE-2003-1307,2,apache2,(unfixed)
CVE-2003-1307,1,apache2 (PTS),2.4.62-1~deb11u1
CVE-2003-1308,2,fvwm,2.5.10-1
CVE-2003-1308,1,fvwm (PTS),1:2.6.8-1
CVE-2003-1399,0,,
CVE-2003-1418,0,,
CVE-2003-1557,2,spamassassin,3.1.7-2
CVE-2003-1557,1,spamassassin (PTS),3.4.6-1
CVE-2003-1562,2,openssh,1:3.8.1p1-8.sarge.4
CVE-2003-1562,1,openssh (PTS),1:8.4p1-5+deb11u3
CVE-2003-1580,2,apache,(unfixed)
CVE-2003-1580,2,apache2,(unfixed)
CVE-2003-1580,1,apache2 (PTS),2.4.62-1~deb11u1
CVE-2003-1581,2,apache,(unfixed)
CVE-2003-1581,2,apache2,(unfixed)
CVE-2003-1581,1,apache2 (PTS),2.4.62-1~deb11u1
CVE-2003-1598,2,wordpress,1.0.1-1
CVE-2003-1598,1,wordpress (PTS),5.7.11+dfsg1-0+deb11u1
CVE-2003-1605,2,curl,7.10.7-1
CVE-2003-1605,1,curl (PTS),7.74.0-1.3+deb11u13
CVE-2004-0014,2,nd,0.5.0-1woody1
CVE-2004-0014,1,nd (PTS),0.8.2-8
CVE-2004-0042,2,vsftpd,2.0.1-1
CVE-2004-0042,1,vsftpd (PTS),3.0.3-12
CVE-2004-0045,2,inn2,(not affected)
CVE-2004-0045,1,inn2 (PTS),2.6.4-2
CVE-2004-0055,2,tcpdump,3.6.2-2.7
CVE-2004-0055,1,tcpdump (PTS),4.99.0-2+deb11u1
CVE-2004-0057,2,tcpdump,3.6.2-2.7
CVE-2004-0057,1,tcpdump (PTS),4.99.0-2+deb11u1
CVE-2004-0078,2,mutt,1.5.6-20040722+1
CVE-2004-0078,1,mutt (PTS),2.0.5-4.1+deb11u3
CVE-2004-0079,2,openssl,0.9.6c-2.woody.6
CVE-2004-0079,2,openssl094,0.9.4-6.woody.4
CVE-2004-0079,2,openssl095,0.9.5a-6.woody.5
CVE-2004-0079,2,openssl096,0.9.6m-1
CVE-2004-0079,1,openssl (PTS),1.1.1w-0+deb11u1
CVE-2004-0081,2,openssl,0.9.6c-2.woody.6
CVE-2004-0081,2,openssl094,0.9.4-6.woody.4
CVE-2004-0081,2,openssl095,0.9.5a-6.woody.5
CVE-2004-0081,1,openssl (PTS),1.1.1w-0+deb11u1
CVE-2004-0082,2,samba,3.0.7
CVE-2004-0082,1,samba (PTS),2:4.13.13+dfsg-1~deb11u6
CVE-2004-0103,2,crawl,4.0.0beta23-2woody1
CVE-2004-0103,1,crawl (PTS),2:0.26.1-1
CVE-2004-0107,2,sysstat,5.0.2-1
CVE-2004-0107,1,sysstat (PTS),12.5.2-2
CVE-2004-0108,2,sysstat,5.0.1-1
CVE-2004-0108,1,sysstat (PTS),12.5.2-2
CVE-2004-0110,2,libxml,1.8.17-2woody1
CVE-2004-0110,2,libxml2,2.4.19-4woody1
CVE-2004-0110,1,libxml2 (PTS),2.9.10+dfsg-6.7+deb11u4
CVE-2004-0111,2,gdk-pixbuf,0.17.0-2woody1
CVE-2004-0111,1,gdk-pixbuf (PTS),2.42.2+dfsg-1+deb11u2
CVE-2004-0112,2,openssl,0.9.7d-1
CVE-2004-0112,1,openssl (PTS),1.1.1w-0+deb11u1
CVE-2004-0113,2,apache2,2.0.52
CVE-2004-0113,1,apache2 (PTS),2.4.62-1~deb11u1
CVE-2004-0129,2,phpmyadmin,2:2.6.0-pl2
CVE-2004-0129,1,phpmyadmin (PTS),4:5.0.4+dfsg2-2+deb11u1
CVE-2004-0154,2,nfs-utils,1:1.0.5-3
CVE-2004-0154,1,nfs-utils (PTS),1:1.3.4-6+deb11u1
CVE-2004-0156,2,ssmtp,2.50.6.1
CVE-2004-0156,1,ssmtp (PTS),2.64-10
CVE-2004-0157,2,xonix,1.4-19woody1
CVE-2004-0157,1,xonix (PTS),1.4-34
CVE-2004-0158,2,lbreakout2,2.2.2-1woody1
CVE-2004-0158,1,lbreakout2 (PTS),2.6.5-2
CVE-2004-0175,2,openssh,1:3.9p1-1
CVE-2004-0175,1,openssh (PTS),1:8.4p1-5+deb11u3
CVE-2004-0180,2,cvs,1.11.1p1debian-9woody2
CVE-2004-0180,1,cvs (PTS),2:1.12.13+real-28
CVE-2004-0183,2,tcpdump,3.6.2-2.8
CVE-2004-0183,1,tcpdump (PTS),4.99.0-2+deb11u1
CVE-2004-0184,2,tcpdump,3.6.2-2.8
CVE-2004-0184,1,tcpdump (PTS),4.99.0-2+deb11u1
CVE-2004-0186,2,samba,2.2.3a-13
CVE-2004-0186,1,samba (PTS),2:4.13.13+dfsg-1~deb11u6
CVE-2004-0188,2,calife,2.8.4c-1woody1
CVE-2004-0188,1,calife (PTS),1:3.0.1-6
CVE-2004-0189,2,squid,2.4.6-2woody2
CVE-2004-0189,1,squid (PTS),4.13-10+deb11u3
CVE-2004-0224,2,courier,0.45.1-1
CVE-2004-0224,1,courier (PTS),1.0.16-3
CVE-2004-0226,2,mc,4.5.55-1.2woody3
CVE-2004-0226,1,mc (PTS),3:4.8.26-1.1
CVE-2004-0227,2,zoneminder,1.22.3-1
CVE-2004-0227,1,zoneminder (PTS),1.34.23-1
CVE-2004-0230,2,linux,(unfixed)
CVE-2004-0230,2,linux-2.6,(unfixed)
CVE-2004-0230,2,linux-2.6.24,(unfixed)
CVE-2004-0230,1,linux (PTS),5.10.223-1
CVE-2004-0231,2,mc,4.5.55-1.2woody3
CVE-2004-0231,1,mc (PTS),3:4.8.26-1.1
CVE-2004-0232,2,mc,4.5.55-1.2woody3
CVE-2004-0232,1,mc (PTS),3:4.8.26-1.1
CVE-2004-0256,2,libtool,1.5.6
CVE-2004-0256,1,libtool (PTS),2.4.6-15
CVE-2004-0270,2,clamav,0.80
CVE-2004-0270,1,clamav (PTS),0.103.10+dfsg-0+deb11u1
CVE-2004-0274,2,eggdrop,1.6.17
CVE-2004-0274,1,eggdrop (PTS),1.8.4-1
CVE-2004-0333,2,uudeview,0.5.20
CVE-2004-0333,1,uudeview (PTS),0.5.20-12
CVE-2004-0371,2,heimdal,0.4e-7.woody.8.1
CVE-2004-0371,1,heimdal (PTS),7.7.0+dfsg-2+deb11u3
CVE-2004-0372,2,xine-ui,0.9.8-5
CVE-2004-0372,1,xine-ui (PTS),0.99.9-2
CVE-2004-0386,2,mplayer,1.0~pre6a-1
CVE-2004-0386,1,mplayer (PTS),2:1.4+ds1-1+deb11u1
CVE-2004-0393,2,rlpr,2.02-7woody1
CVE-2004-0393,1,rlpr (PTS),2.05-5
CVE-2004-0395,2,gatos,0.0.5-6woody1
CVE-2004-0395,1,gatos (PTS),0.0.5-19.1
CVE-2004-0396,2,cvs,1.11.1p1debian-9woody4
CVE-2004-0396,1,cvs (PTS),2:1.12.13+real-28
CVE-2004-0397,2,subversion,1.0.3-1
CVE-2004-0397,1,subversion (PTS),1.14.1-3+deb11u1
CVE-2004-0398,2,cadaver,0.18.0-1woody3
CVE-2004-0398,2,neon,0.19.3-2woody5
CVE-2004-0398,1,cadaver (PTS),0.23.3-2.1
CVE-2004-0399,2,exim,3.35-1woody3
CVE-2004-0399,2,exim-tls,3.35-3woody2
CVE-2004-0399,2,exim4,4.33-1
CVE-2004-0399,1,exim4 (PTS),4.94.2-7+deb11u3
CVE-2004-0400,2,exim,3.35-1woody3
CVE-2004-0400,2,exim-tls,3.35-3woody2
CVE-2004-0400,2,exim4,4.33-1
CVE-2004-0400,1,exim4 (PTS),4.94.2-7+deb11u3
CVE-2004-0404,2,logcheck,1.1.1-13.1woody1
CVE-2004-0404,1,logcheck (PTS),1.3.23
CVE-2004-0405,2,cvs,1.11.1p1debian-9woody2
CVE-2004-0405,1,cvs (PTS),2:1.12.13+real-28
CVE-2004-0408,2,ident2,1.03-3woody1
CVE-2004-0408,1,ident2 (PTS),1.07-3
CVE-2004-0409,0,,
CVE-2004-0412,0,,
CVE-2004-0413,2,subversion,1.0.5-1
CVE-2004-0413,1,subversion (PTS),1.14.1-3+deb11u1
CVE-2004-0414,2,cvs,1.11.1p1debian-9woody6
CVE-2004-0414,1,cvs (PTS),2:1.12.13+real-28
CVE-2004-0416,2,cvs,1.11.1p1debian-9woody7
CVE-2004-0416,1,cvs (PTS),2:1.12.13+real-28
CVE-2004-0417,2,cvs,1.11.1p1debian-9woody7
CVE-2004-0417,1,cvs (PTS),2:1.12.13+real-28
CVE-2004-0418,2,cvs,1.11.1p1debian-9woody7
CVE-2004-0418,1,cvs (PTS),2:1.12.13+real-28
CVE-2004-0422,2,flim,1.14.3-9woody1
CVE-2004-0422,1,flim (PTS),1:1.14.9+0.20201117-2
CVE-2004-0423,2,ssmtp,(unfixed)
CVE-2004-0423,1,ssmtp (PTS),2.64-10
CVE-2004-0426,2,rsync,2.5.5-0.5
CVE-2004-0426,1,rsync (PTS),3.2.3-4+deb11u1
CVE-2004-0433,2,mplayer,1.0~pre6a-1
CVE-2004-0433,2,xine-lib,1-rc4
CVE-2004-0433,1,mplayer (PTS),2:1.4+ds1-1+deb11u1
CVE-2004-0434,2,heimdal,0.4e-7.woody.9
CVE-2004-0434,1,heimdal (PTS),7.7.0+dfsg-2+deb11u3
CVE-2004-0451,2,sup,1.8-8woody2
CVE-2004-0451,1,sup (PTS),20100519-3
CVE-2004-0452,2,perl,5.6.1-8.8
CVE-2004-0452,1,perl (PTS),5.32.1-4+deb11u3
CVE-2004-0453,2,vice,1.14-2
CVE-2004-0453,1,vice (PTS),3.5.0.dfsg-3
CVE-2004-0454,2,rlpr,2.02-7woody1
CVE-2004-0454,1,rlpr (PTS),2.05-5
CVE-2004-0458,2,mah-jong,1.4-3
CVE-2004-0458,1,mah-jong (PTS),1.11-2
CVE-2004-0488,2,apache2,2.0.50-1
CVE-2004-0488,2,libapache-mod-ssl,2.8.9-2.4
CVE-2004-0488,1,apache2 (PTS),2.4.62-1~deb11u1
CVE-2004-0493,2,apache2,2.0.50-1
